Date	Female_parent	Male_parent	CrossFamily	FemaleSp	MaleSp	Cross	Who	Bud	Fruited	Number_of_seeds
14-Nov	18-18	18-19	18-18x18-19	Au	Au	AuxAu	IL	0	1	2
19-Nov	18-18	18-19	18-18x18-19	Au	Au	AuxAu	IL	0	1	2
20-Nov	18-18	18-19	18-18x18-19	Au	Au	AuxAu	AF	1	0	0
21-Nov	18-18	18-19	18-18x18-19	Au	Au	AuxAu	IL	0	1	3
27-Nov	18-18	18-19	18-18x18-19	Au	Au	AuxAu	IL	1	0	0
29-Jan	18-18	18-21	18-18x18-21	Au	Au	AuxAu	AF	1	0	0
29-Jan	18-18	18-21	18-18x18-21	Au	Au	AuxAu	AF	0	1	3
29-Jan	18-18	18-21	18-18x18-21	Au	Au	AuxAu	AF	0	1	3
29-Jan	18-18	18-21	18-18x18-21	Au	Au	AuxAu	AF	0	1	4
20-Nov	18-19	18-18	18-19x18-18	Au	Au	AuxAu	AF	1	0	0
28-Nov	18-19	18-18	18-19x18-18	Au	Au	AuxAu	AF	0	1	3
30-Nov	18-19	18-18	18-19x18-18	Au	Au	AuxAu	AF	0	1	4
1-Dec	18-19	18-18	18-19x18-18	Au	Au	AuxAu	IL	0	1	3
5-Dec	18-19	18-18	18-19x18-18	Au	Au	AuxAu	AF	0	1	2
20-Nov	18-19	18-22	18-19x18-22	Au	Au	AuxAu	AF	0	1	2
27-Nov	18-19	18-22	18-19x18-22	Au	Au	AuxAu	IL	0	1	4
28-Nov	18-19	18-22	18-19x18-22	Au	Au	AuxAu	AF	0	1	3
28-Nov	18-19	18-22	18-19x18-22	Au	Au	AuxAu	AF	0	1	3
1-Dec	18-19	18-22	18-19x18-22	Au	Au	AuxAu	IL	0	1	2
4-Dec	18-19	18-22	18-19x18-22	Au	Au	AuxAu	IL	0	1	4
17-Dec	18-20	18-21	18-20x18-21	Au	Au	AuxAu	IL	0	1	2
31-Dec	18-20	18-21	18-20x18-21	Au	Au	AuxAu	IL	1	0	0
1-Feb	18-20	18-21	18-20x18-21	Au	Au	AuxAu	AF	0	1	4
1-Feb	18-20	18-21	18-20x18-21	Au	Au	AuxAu	AF	0	1	4
1-Feb	18-20	18-21	18-20x18-21	Au	Au	AuxAu	AF	0	1	4
7-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	AF	1	0	0
7-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	AF	0	1	1
14-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	IL	0	1	1
20-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	AF	0	1	2
21-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	IL	0	1	4
24-Nov	18-20	18-22	18-20x18-22	Au	Au	AuxAu	IL	0	1	3
17-Dec	18-21	18-18	18-21x18-18	Au	Au	AuxAu	IL	1	0	0
30-Dec	18-21	18-18	18-21x18-18	Au	Au	AuxAu	IL	0	1	4
22-Jan	18-21	18-18	18-21x18-18	Au	Au	AuxAu	IL	1	0	0
22-Jan	18-21	18-18	18-21x18-18	Au	Au	AuxAu	IL	0	1	3
26-Jan	18-21	18-18	18-21x18-18	Au	Au	AuxAu	AF	1	0	0
18-Dec	18-21	18-20	18-21x18-20	Au	Au	AuxAu	IL	0	1	3
31-Dec	18-21	18-20	18-21x18-20	Au	Au	AuxAu	IL	1	0	0
19-Jan	18-21	18-20	18-21x18-20	Au	Au	AuxAu	AF	0	1	4
19-Jan	18-21	18-20	18-21x18-20	Au	Au	AuxAu	AF	0	1	4
26-Jan	18-21	18-20	18-21x18-20	Au	Au	AuxAu	AF	1	0	0
20-Nov	18-22	18-19	18-22x18-19	Au	Au	AuxAu	AF	1	0	0
20-Nov	18-22	18-19	18-22x18-19	Au	Au	AuxAu	AF	1	0	0
25-Nov	18-22	18-19	18-22x18-19	Au	Au	AuxAu	IL	1	0	0
28-Nov	18-22	18-19	18-22x18-19	Au	Au	AuxAu	AF	1	0	0
29-Nov	18-22	18-19	18-22x18-19	Au	Au	AuxAu	AF	0	1	4
7-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	AF	0	1	1
7-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	AF	1	0	0
17-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	IL	0	1	1
20-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	AF	1	0	0
20-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	AF	1	0	0
21-Nov	18-22	18-20	18-22x18-20	Au	Au	AuxAu	IL	0	1	3
2-Dec	18-22	18-20	18-22x18-20	Au	Au	AuxAu	IL	1	0	0
24-Nov	18-22	18-22	18-22x18-22	Au	S	AuxS	IL	0	1	2
25-Nov	18-22	18-22	18-22x18-22	Au	S	AuxS	IL	0	1	3
27-Nov	18-22	18-22	18-22x18-22	Au	S	AuxS	IL	0	1	1
18-Dec	18-18	18-28	18-18x18-28	Au	C	AuxC	IL	0	1	2
19-Feb	18-18	18-28	18-18x18-28	Au	C	AuxC	AF	1	0	0
19-Feb	18-18	18-28	18-18x18-28	Au	C	AuxC	AF	1	0	0
19-Feb	18-18	18-28	18-18x18-28	Au	C	AuxC	AF	0	1	2
19-Feb	18-18	18-28	18-18x18-28	Au	C	AuxC	AF	0	1	1
19-Feb	18-18	18-28	18-18x18-28	Au	C	AuxC	AF	0	1	3
22-Jan	18-18	18-29	18-18x18-29	Au	C	AuxC	AF	1	0	0
22-Jan	18-18	18-29	18-18x18-29	Au	C	AuxC	AF	0	1	1
15-Feb	18-18	18-29	18-18x18-29	Au	C	AuxC	AF	0	1	2
15-Feb	18-18	18-29	18-18x18-29	Au	C	AuxC	AF	0	1	2
15-Feb	18-18	18-29	18-18x18-29	Au	C	AuxC	AF	0	1	1
12-Feb	18-19	18-28	18-19x18-28	Au	C	AuxC	AF	1	0	0
15-Feb	18-19	18-28	18-19x18-28	Au	C	AuxC	AF	1	0	0
23-Feb	18-19	18-28	18-19x18-28	Au	C	AuxC	AF	1	0	0
2-Feb	18-19	18-30	18-19x18-30	Au	C	AuxC	AF	1	0	0
2-Feb	18-19	18-30	18-19x18-30	Au	C	AuxC	AF	1	0	0
2-Feb	18-19	18-30	18-19x18-30	Au	C	AuxC	AF	1	0	0
2-Feb	18-19	18-30	18-19x18-30	Au	C	AuxC	AF	1	0	0
5-Feb	18-19	18-30	18-19x18-30	Au	C	AuxC	AF	1	0	0
12-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
12-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
12-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
15-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
15-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
15-Feb	18-20	18-02	18-20x18-02	Au	C	AuxC	AF	1	0	0
12-Jan	18-20	18-32	18-20x18-32	Au	C	AuxC	IL	1	0	0
8-Feb	18-20	18-32	18-20x18-32	Au	C	AuxC	AF	1	0	0
8-Feb	18-20	18-32	18-20x18-32	Au	C	AuxC	AF	1	0	0
8-Feb	18-20	18-32	18-20x18-32	Au	C	AuxC	AF	0	1	1
8-Feb	18-20	18-32	18-20x18-32	Au	C	AuxC	AF	0	1	2
30-Dec	18-21	18-02	18-21x18-02	Au	C	AuxC	IL	1	0	0
31-Dec	18-21	18-02	18-21x18-02	Au	C	AuxC	IL	1	0	0
2-Jan	18-21	18-02	18-21x18-02	Au	C	AuxC	IL	0	1	1
3-Jan	18-21	18-02	18-21x18-02	Au	C	AuxC	IL	1	0	0
12-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	1	0	0
12-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	1	0	0
12-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	0	1	1
15-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	1	0	0
19-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	1	0	0
19-Feb	18-21	18-29	18-21x18-29	Au	C	AuxC	AF	1	0	0
8-Jan	18-22	18-01	18-22x18-01	Au	C	AuxC	IL	1	0	0
10-Jan	18-22	18-01	18-22x18-01	Au	C	AuxC	IL	0	1	4
12-Jan	18-22	18-01	18-22x18-01	Au	C	AuxC	IL	1	0	0
21-Jan	18-22	18-01	18-22x18-01	Au	C	AuxC	IL	1	0	0
12-Feb	18-22	18-29	18-22x18-29	Au	C	AuxC	AF	0	1	1
11-Jan	18-22	18-33	18-22x18-33	Au	C	AuxC	IL	0	1	3
26-Jan	18-22	18-33	18-22x18-33	Au	C	AuxC	AF	0	1	4
26-Jan	18-22	18-33	18-22x18-33	Au	C	AuxC	AF	1	0	0
1-Feb	18-22	18-33	18-22x18-33	Au	C	AuxC	AF	0	1	1
1-Feb	18-22	18-33	18-22x18-33	Au	C	AuxC	AF	1	0	0
30-Dec	18-18	18-13	18-18x18-13	Au	G	AuxG	IL	0	1	4
31-Dec	18-18	18-13	18-18x18-13	Au	G	AuxG	IL	0	1	3
5-Jan	18-18	18-13	18-18x18-13	Au	G	AuxG	IL	0	1	4
6-Jan	18-18	18-13	18-18x18-13	Au	G	AuxG	IL	1	0	0
30-Oct	18-18	18-16	18-18x18-16	Au	G	AuxG	IL	0	1	3
30-Oct	18-18	18-16	18-18x18-16	Au	G	AuxG	IL	0	1	2
31-Oct	18-18	18-16	18-18x18-16	Au	G	AuxG	AF	0	1	1
3-Nov	18-18	18-16	18-18x18-16	Au	G	AuxG	IL	0	1	3
4-Nov	18-18	18-16	18-18x18-16	Au	G	AuxG	IL	0	1	4
20-Nov	18-18	18-16	18-18x18-16	Au	G	AuxG	AF	1	0	0
20-Nov	18-18	18-16	18-18x18-16	Au	G	AuxG	AF	1	0	0
19-Nov	18-19	18-12	18-19x18-12	Au	G	AuxG	IL	0	1	2
27-Nov	18-19	18-12	18-19x18-12	Au	G	AuxG	IL	0	1	1
1-Dec	18-19	18-12	18-19x18-12	Au	G	AuxG	IL	0	1	2
2-Dec	18-19	18-12	18-19x18-12	Au	G	AuxG	IL	1	0	0
7-Dec	18-19	18-12	18-19x18-12	Au	G	AuxG	AF	0	1	3
21-Nov	18-19	18-17	18-19x18-17	Au	G	AuxG	IL	0	1	4
25-Nov	18-19	18-17	18-19x18-17	Au	G	AuxG	IL	0	1	4
27-Nov	18-19	18-17	18-19x18-17	Au	G	AuxG	IL	0	1	3
30-Nov	18-19	18-17	18-19x18-17	Au	G	AuxG	AF	0	1	4
30-Nov	18-19	18-17	18-19x18-17	Au	G	AuxG	AF	1	0	0
1-Dec	18-19	18-17	18-19x18-17	Au	G	AuxG	IL	0	1	2
17-Nov	18-20	18-10	18-20x18-10	Au	G	AuxG	IL	0	1	3
18-Nov	18-20	18-10	18-20x18-10	Au	G	AuxG	IL	0	1	2
19-Nov	18-20	18-10	18-20x18-10	Au	G	AuxG	IL	0	1	3
21-Nov	18-20	18-10	18-20x18-10	Au	G	AuxG	IL	0	1	4
24-Nov	18-20	18-10	18-20x18-10	Au	G	AuxG	IL	0	1	3
17-Nov	18-20	18-11	18-20x18-11	Au	G	AuxG	IL	0	1	4
19-Nov	18-20	18-11	18-20x18-11	Au	G	AuxG	IL	0	1	2
30-Nov	18-20	18-11	18-20x18-11	Au	G	AuxG	AF	0	1	4
30-Nov	18-20	18-11	18-20x18-11	Au	G	AuxG	AF	0	1	3
30-Nov	18-20	18-11	18-20x18-11	Au	G	AuxG	AF	0	1	3
3-Dec	18-20	18-11	18-20x18-11	Au	G	AuxG	IL	0	1	4
3-Dec	18-20	18-11	18-20x18-11	Au	G	AuxG	IL	0	1	4
4-Dec	18-21	18-08	18-21x18-08	Au	G	AuxG	IL	0	1	4
12-Dec	18-21	18-08	18-21x18-08	Au	G	AuxG	IL	0	1	3
16-Dec	18-21	18-08	18-21x18-08	Au	G	AuxG	IL	0	1	2
17-Dec	18-21	18-08	18-21x18-08	Au	G	AuxG	IL	0	1	3
18-Dec	18-21	18-08	18-21x18-08	Au	G	AuxG	IL	0	1	1
13-Dec	18-21	18-09	18-21x18-09	Au	G	AuxG	IL	0	1	4
16-Dec	18-21	18-09	18-21x18-09	Au	G	AuxG	IL	0	1	4
8-Jan	18-21	18-09	18-21x18-09	Au	G	AuxG	IL	0	1	4
9-Jan	18-21	18-09	18-21x18-09	Au	G	AuxG	IL	0	1	3
6-Nov	18-22	18-14	18-22x18-14	Au	G	AuxG	IL	0	1	3
7-Nov	18-22	18-14	18-22x18-14	Au	G	AuxG	AF	1	0	0
14-Nov	18-22	18-14	18-22x18-14	Au	G	AuxG	IL	0	1	2
17-Nov	18-22	18-14	18-22x18-14	Au	G	AuxG	IL	1	0	0
21-Nov	18-22	18-14	18-22x18-14	Au	G	AuxG	IL	0	1	4
9-Jan	18-22	18-15	18-22x18-15	Au	G	AuxG	IL	1	0	0
29-Jan	18-22	18-15	18-22x18-15	Au	G	AuxG	AF	0	1	1
29-Jan	18-22	18-15	18-22x18-15	Au	G	AuxG	AF	0	1	1
29-Jan	18-22	18-15	18-22x18-15	Au	G	AuxG	AF	0	1	3
3-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	2
5-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	4
5-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	4
14-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	1
18-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	2
21-Nov	18-18	18-05	18-18x18-05	Au	La	AuxLa	IL	0	1	2
12-Jan	18-18	18-34	18-18x18-34	Au	La	AuxLa	IL	0	1	4
26-Jan	18-18	18-34	18-18x18-34	Au	La	AuxLa	AF	1	0	0
26-Jan	18-18	18-34	18-18x18-34	Au	La	AuxLa	AF	1	0	0
26-Jan	18-18	18-34	18-18x18-34	Au	La	AuxLa	AF	0	1	2
2-Feb	18-18	18-34	18-18x18-34	Au	La	AuxLa	IL	0	1	4
25-Jan	18-19	18-35	18-19x18-35	Au	La	AuxLa	AF	1	0	0
26-Jan	18-19	18-35	18-19x18-35	Au	La	AuxLa	AF	1	0	0
26-Jan	18-19	18-35	18-19x18-35	Au	La	AuxLa	AF	0	1	1
26-Jan	18-19	18-35	18-19x18-35	Au	La	AuxLa	AF	0	1	2
26-Jan	18-19	18-38	18-19x18-38	Au	La	AuxLa	AF	0	1	0
3-Feb	18-19	18-38	18-19x18-38	Au	La	AuxLa	AF	1	0	0
3-Feb	18-19	18-38	18-19x18-38	Au	La	AuxLa	AF	1	0	0
8-Feb	18-19	18-38	18-19x18-38	Au	La	AuxLa	AF	0	1	4
17-Dec	18-20	18-37	18-20x18-37	Au	La	AuxLa	IL	0	1	3
18-Dec	18-20	18-37	18-20x18-37	Au	La	AuxLa	IL	0	1	4
3-Feb	18-20	18-37	18-20x18-37	Au	La	AuxLa	AF	0	1	1
5-Feb	18-20	18-37	18-20x18-37	Au	La	AuxLa	AF	1	0	0
5-Feb	18-20	18-37	18-20x18-37	Au	La	AuxLa	AF	0	1	2
31-Dec	18-20	18-39	18-20x18-39	Au	La	AuxLa	IL	0	1	4
12-Jan	18-20	18-39	18-20x18-39	Au	La	AuxLa	IL	0	1	3
19-Jan	18-20	18-39	18-20x18-39	Au	La	AuxLa	AF	1	0	0
19-Jan	18-20	18-39	18-20x18-39	Au	La	AuxLa	AF	1	0	0
19-Jan	18-20	18-39	18-20x18-39	Au	La	AuxLa	AF	0	1	1
16-Dec	18-21	18-07	18-21x18-07	Au	La	AuxLa	IL	0	1	4
18-Dec	18-21	18-07	18-21x18-07	Au	La	AuxLa	IL	0	1	4
30-Dec	18-21	18-07	18-21x18-07	Au	La	AuxLa	IL	0	1	4
31-Dec	18-21	18-07	18-21x18-07	Au	La	AuxLa	IL	1	0	0
2-Jan	18-21	18-07	18-21x18-07	Au	La	AuxLa	IL	0	1	4
17-Dec	18-21	18-36	18-21x18-36	Au	La	AuxLa	IL	0	1	4
3-Jan	18-21	18-36	18-21x18-36	Au	La	AuxLa	IL	0	1	4
8-Jan	18-21	18-36	18-21x18-36	Au	La	AuxLa	IL	0	1	3
12-Jan	18-21	18-36	18-21x18-36	Au	La	AuxLa	IL	0	1	4
26-Jan	18-21	18-36	18-21x18-36	Au	La	AuxLa	AF	1	0	0
14-Nov	18-22	18-04	18-22x18-04	Au	La	AuxLa	IL	1	0	0
17-Nov	18-22	18-04	18-22x18-04	Au	La	AuxLa	IL	1	0	0
24-Nov	18-22	18-04	18-22x18-04	Au	La	AuxLa	IL	1	0	0
4-Dec	18-22	18-04	18-22x18-04	Au	La	AuxLa	IL	0	1	4
17-Nov	18-22	18-06	18-22x18-06	Au	La	AuxLa	IL	0	1	2
18-Nov	18-22	18-06	18-22x18-06	Au	La	AuxLa	IL	1	0	0
19-Nov	18-22	18-06	18-22x18-06	Au	La	AuxLa	IL	0	1	4
24-Nov	18-22	18-06	18-22x18-06	Au	La	AuxLa	IL	0	1	1
4-Nov	18-18	18-24	18-18x18-24	Au	Le	AuxLe	IL	0	1	4
5-Nov	18-18	18-24	18-18x18-24	Au	Le	AuxLe	IL	0	1	2
17-Nov	18-18	18-24	18-18x18-24	Au	Le	AuxLe	IL	1	0	0
17-Nov	18-18	18-26	18-18x18-26	Au	Le	AuxLe	IL	1	0	0
19-Nov	18-18	18-26	18-18x18-26	Au	Le	AuxLe	IL	0	1	2
21-Nov	18-18	18-26	18-18x18-26	Au	Le	AuxLe	IL	0	1	4
24-Nov	18-18	18-26	18-18x18-26	Au	Le	AuxLe	IL	0	1	2
25-Nov	18-18	18-26	18-18x18-26	Au	Le	AuxLe	IL	0	1	4
5-Nov	18-19	18-23	18-19x18-23	Au	Le	AuxLe	IL	1	0	0
19-Nov	18-19	18-23	18-19x18-23	Au	Le	AuxLe	IL	1	0	0
28-Nov	18-19	18-23	18-19x18-23	Au	Le	AuxLe	AF	1	0	0
30-Nov	18-19	18-23	18-19x18-23	Au	Le	AuxLe	AF	0	1	4
2-Dec	18-19	18-23	18-19x18-23	Au	Le	AuxLe	IL	1	0	0
19-Nov	18-19	18-24	18-19x18-24	Au	Le	AuxLe	IL	0	1	2
28-Nov	18-19	18-24	18-19x18-24	Au	Le	AuxLe	AF	1	0	0
28-Nov	18-19	18-24	18-19x18-24	Au	Le	AuxLe	AF	0	1	2
29-Nov	18-19	18-24	18-19x18-24	Au	Le	AuxLe	AF	1	0	0
3-Dec	18-19	18-24	18-19x18-24	Au	Le	AuxLe	IL	1	0	0
2-Nov	18-20	18-23	18-20x18-23	Au	Le	AuxLe	AF	1	0	0
3-Nov	18-20	18-23	18-20x18-23	Au	Le	AuxLe	IL	1	0	0
4-Nov	18-20	18-23	18-20x18-23	Au	Le	AuxLe	IL	0	1	2
5-Nov	18-20	18-23	18-20x18-23	Au	Le	AuxLe	IL	1	0	0
24-Nov	18-20	18-23	18-20x18-23	Au	Le	AuxLe	IL	1	0	0
19-Nov	18-20	18-26	18-20x18-26	Au	Le	AuxLe	IL	0	1	1
24-Nov	18-20	18-26	18-20x18-26	Au	Le	AuxLe	IL	0	1	2
2-Dec	18-20	18-26	18-20x18-26	Au	Le	AuxLe	IL	1	0	0
4-Dec	18-20	18-26	18-20x18-26	Au	Le	AuxLe	IL	0	1	4
16-Dec	18-21	18-24	18-21x18-24	Au	Le	AuxLe	IL	0	1	2
17-Dec	18-21	18-24	18-21x18-24	Au	Le	AuxLe	IL	0	1	4
30-Dec	18-21	18-24	18-21x18-24	Au	Le	AuxLe	IL	0	1	4
31-Dec	18-21	18-24	18-21x18-24	Au	Le	AuxLe	IL	1	0	0
2-Jan	18-21	18-24	18-21x18-24	Au	Le	AuxLe	IL	0	1	4
8-Dec	18-21	18-25	18-21x18-25	Au	Le	AuxLe	AF	0	1	4
18-Dec	18-21	18-25	18-21x18-25	Au	Le	AuxLe	IL	0	1	1
30-Dec	18-21	18-25	18-21x18-25	Au	Le	AuxLe	IL	0	1	3
31-Dec	18-21	18-25	18-21x18-25	Au	Le	AuxLe	IL	1	0	0
2-Jan	18-21	18-25	18-21x18-25	Au	Le	AuxLe	IL	0	1	4
17-Nov	18-22	18-25	18-22x18-25	Au	Le	AuxLe	IL	1	0	0
19-Nov	18-22	18-25	18-22x18-25	Au	Le	AuxLe	IL	1	0	0
20-Nov	18-22	18-25	18-22x18-25	Au	Le	AuxLe	AF	1	0	0
20-Nov	18-22	18-25	18-22x18-25	Au	Le	AuxLe	AF	1	0	0
21-Nov	18-22	18-25	18-22x18-25	Au	Le	AuxLe	IL	0	1	3
2-Dec	18-22	18-25	18-22x18-25	Au	Le	AuxLe	IL	1	0	0
24-Nov	18-22	18-26	18-22x18-26	Au	Le	AuxLe	IL	0	1	1
4-Dec	18-22	18-26	18-22x18-26	Au	Le	AuxLe	IL	0	1	4
6-Dec	18-22	18-26	18-22x18-26	Au	Le	AuxLe	IL	1	0	0
16-Dec	18-22	18-26	18-22x18-26	Au	Le	AuxLe	IL	0	1	4
6-Nov	18-18	18-18	18-18x18-18	Au	S	AuxS	IL	0	1	2
14-Nov	18-18	18-18	18-18x18-18	Au	S	AuxS	IL	0	1	2
17-Nov	18-18	18-18	18-18x18-18	Au	S	AuxS	IL	0	1	2
18-Nov	18-18	18-18	18-18x18-18	Au	S	AuxS	IL	0	1	1
19-Nov	18-18	18-18	18-18x18-18	Au	S	AuxS	IL	0	1	2
17-Dec	18-19	18-19	18-19x18-19	Au	S	AuxS	IL	0	1	2
5-Feb	18-19	18-19	18-19x18-19	Au	S	AuxS	AF	0	1	4
5-Feb	18-19	18-19	18-19x18-19	Au	S	AuxS	AF	0	1	3
8-Feb	18-19	18-19	18-19x18-19	Au	S	AuxS	AF	0	1	4
8-Feb	18-19	18-19	18-19x18-19	Au	S	AuxS	AF	0	1	4
14-Nov	18-20	18-20	18-20x18-20	Au	S	AuxS	IL	1	0	0
25-Nov	18-20	18-20	18-20x18-20	Au	S	AuxS	IL	0	1	3
27-Nov	18-20	18-20	18-20x18-20	Au	S	AuxS	IL	0	1	4
1-Dec	18-20	18-20	18-20x18-20	Au	S	AuxS	IL	0	1	1
8-Feb	18-21	18-21	18-21x18-21	Au	S	AuxS	AF	0	1	1
8-Feb	18-21	18-21	18-21x18-21	Au	S	AuxS	AF	1	0	0
8-Feb	18-21	18-21	18-21x18-21	Au	S	AuxS	AF	1	0	0
9-Feb	18-21	18-21	18-21x18-21	Au	S	AuxS	AF	1	0	0
29-Oct	18-18	X	18-18xX	Au	X	AuxX	IL	0	1	4
4-Nov	18-18	X	18-18xX	Au	X	AuxX	IL	0	1	3
6-Nov	18-18	X	18-18xX	Au	X	AuxX	IL	0	1	2
17-Nov	18-18	X	18-18xX	Au	X	AuxX	IL	0	1	2
21-Nov	18-18	X	18-18xX	Au	X	AuxX	IL	0	1	4
28-Nov	18-18	X	18-18xX	Au	X	AuxX	AF	0	1	4
28-Nov	18-18	X	18-18xX	Au	X	AuxX	AF	0	1	3
18-Oct	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
8-Dec	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
8-Dec	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
8-Dec	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
8-Dec	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
8-Dec	18-19	X	18-19xX	Au	X	AuxX	AF	0	1	4
26-Oct	18-20	X	18-20xX	Au	X	AuxX	AF	0	1	4
4-Nov	18-20	X	18-20xX	Au	X	AuxX	IL	1	0	0
14-Nov	18-20	X	18-20xX	Au	X	AuxX	IL	0	1	4
21-Nov	18-20	X	18-20xX	Au	X	AuxX	IL	0	1	3
28-Nov	18-20	X	18-20xX	Au	X	AuxX	AF	0	1	4
28-Nov	18-20	X	18-20xX	Au	X	AuxX	AF	0	1	4
28-Nov	18-20	X	18-20xX	Au	X	AuxX	AF	0	1	4
25-Oct	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	4
28-Nov	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	3
9-Dec	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	3
20-Jan	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	4
20-Jan	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	4
20-Jan	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	4
20-Jan	18-21	X	18-21xX	Au	X	AuxX	AF	0	1	4
21-Nov	18-22	X	18-22xX	Au	X	AuxX	IL	0	1	4
24-Nov	18-22	X	18-22xX	Au	X	AuxX	IL	0	1	4
25-Nov	18-22	X	18-22xX	Au	X	AuxX	IL	0	1	4
28-Nov	18-22	X	18-22xX	Au	X	AuxX	AF	0	1	3
28-Nov	18-22	X	18-22xX	Au	X	AuxX	AF	0	1	3
28-Nov	18-22	X	18-22xX	Au	X	AuxX	AF	0	1	3
28-Nov	18-22	X	18-22xX	Au	X	AuxX	AF	0	1	3
6/1/19	18-01	18-22	18-01x18-22	C	Au	CxAu	IL	1	0	0
6/1/19	18-01	18-22	18-01x18-22	C	Au	CxAu	IL	1	0	0
29-Mar	18-02	18-18	18-02x18-18	C	Au	CxAu	AF	0	1	1
29-Mar	18-02	18-18	18-02x18-18	C	Au	CxAu	AF	1	0	0
29-Mar	18-02	18-18	18-02x18-18	C	Au	CxAu	AF	1	0	0
29-Mar	18-02	18-18	18-02x18-18	C	Au	CxAu	AF	1	0	0
30-Mar	18-02	18-18	18-02x18-18	C	Au	CxAu	AF	1	0	0
26-Mar	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
26-Mar	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
27-Mar	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
31-Mar	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
31-Mar	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
1-Apr	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
1-Apr	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
1-Apr	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
1-Apr	18-02	18-19	18-02x18-19	C	Au	CxAu	AF	1	0	0
22-Feb	18-02	18-20	18-02x18-20	C	Au	CxAu	AF	0	1	3
22-Feb	18-02	18-20	18-02x18-20	C	Au	CxAu	AF	1	0	0
22-Feb	18-02	18-20	18-02x18-20	C	Au	CxAu	AF	1	0	0
23-Feb	18-02	18-20	18-02x18-20	C	Au	CxAu	AF	1	0	0
23-Feb	18-02	18-20	18-02x18-20	C	Au	CxAu	AF	1	0	0
12-Dec	18-02	18-21	18-02x18-21	C	Au	CxAu	IL	1	0	0
18-Dec	18-02	18-21	18-02x18-21	C	Au	CxAu	IL	1	0	0
30-Dec	18-02	18-21	18-02x18-21	C	Au	CxAu	IL	1	0	0
31-Dec	18-02	18-21	18-02x18-21	C	Au	CxAu	IL	1	0	0
2-Jan	18-02	18-21	18-02x18-21	C	Au	CxAu	IL	1	0	0
2-Apr	18-02	18-21	18-02x18-21	C	Au	CxAu	AF	1	0	0
2-Apr	18-02	18-21	18-02x18-21	C	Au	CxAu	AF	1	0	0
3-Feb	18-28	18-18	18-28x18-18	C	Au	CxAu	AF	1	0	0
3-Feb	18-28	18-18	18-28x18-18	C	Au	CxAu	AF	1	0	0
8-Feb	18-28	18-18	18-28x18-18	C	Au	CxAu	AF	1	0	0
8-Feb	18-28	18-18	18-28x18-18	C	Au	CxAu	AF	1	0	0
21-Jan	18-29	18-18	18-29x18-18	C	Au	CxAu	IL	0	1	2
